n_estimators,max_depth,Train MSE,Train R2,Validation MSE,Validation R2
100,5,1271166.986000695,0.9192464583210672,1303227.6813606946,0.9197942917056385
100,10,371267.865358297,0.9764144322740905,481280.62969561486,0.9703801151976841
100,15,105772.44834481433,0.9932805839752268,316618.76071163896,0.9805140480628485
100,20,49333.81998989843,0.9968659658938522,315764.74893461587,0.9805666072744487
